,index,majority,shortest_path,shortest_restricted_path,relative_increase,absolute_increase,n_cameras,id_year,year,id_race,race,household_income_by_race,household_income_by_race_moe,geography,id_geography
475,Census Tract 7304,black,686.414828306317,725.4284193788124,0.05683675448672756,39.01359107249539,1.0,2022,2022,0,Total,91284,23692.0,Census Tract 7304,14000US17031730400
476,Census Tract 7305,black,1049.1308291364192,1072.1125562971285,0.021905492167861047,22.981727160709397,0.9372610620591267,2022,2022,0,Total,61742,13753.0,Census Tract 7305,14000US17031730500
477,Census Tract 7306,black,1189.7574531683963,1327.0400269803872,0.11538702568863854,137.28257381199091,1.0,2022,2022,0,Total,75462,19172.0,Census Tract 7306,14000US17031730600
478,Census Tract 7307,black,749.2656675780839,803.2992536492878,0.07211539032058058,54.0335860712039,0.5,2022,2022,0,Total,54531,30179.0,Census Tract 7307,14000US17031730700
479,Census Tract 2503,white,539.2534006403976,589.7251025375817,0.09359551898466627,50.471701897184175,3.0000000000000004,2022,2022,0,Total,47550,15078.0,Census Tract 2503,14000US17031250300
480,Census Tract 2504,white,936.0405259783163,1040.4688062871849,0.11156384516548988,104.42828030886858,5.768214869207964,2022,2022,0,Total,46709,11314.0,Census Tract 2504,14000US17031250400
481,Census Tract 2505,white,1208.6399590913327,1297.0906940228954,0.07318203760039575,88.45073493156269,2.5,2022,2022,0,Total,119514,39850.0,Census Tract 2505,14000US17031250500
482,Census Tract 2507,black,435.3351962134602,468.3693414499786,0.07588209160171046,33.034145236518384,0.8,2022,2022,0,Total,44624,7859.0,Census Tract 2507,14000US17031250700
483,Census Tract 2508,black,759.6899660286003,775.3302526187858,0.0205877230048826,15.640286590185497,2.0,2022,2022,0,Total,63047,23400.0,Census Tract 2508,14000US17031250800
484,Census Tract 5203,black,1117.6659181918203,1117.6659181918203,0.0,0.0,0.0,2022,2022,0,Total,50276,7158.0,Census Tract 5203,14000US17031520300
485,Census Tract 5607,white,924.9866927011292,1067.7647280654546,0.15435685344552108,142.77803536432543,3.0,2022,2022,0,Total,78411,15427.0,Census Tract 5607,14000US17031560700
486,Census Tract 7206,black,1386.5297610532934,1438.5948770685168,0.03755066604244504,52.06511601522334,1.0,2022,2022,0,Total,148450,17638.0,Census Tract 7206,14000US17031720600
487,Census Tract 310,white,680.176057226217,716.5694079040361,0.05350578029199157,36.39335067781906,3.18282249501236,2022,2022,0,Total,121026,20822.0,Census Tract 310,14000US17031031000
488,Census Tract 505,white,495.75881683250935,503.84384523141136,0.01630839054070422,8.085028398902011,0.7678386896729343,2022,2022,0,Total,142548,32423.0,Census Tract 505,14000US17031050500
489,Census Tract 508,white,666.2478682722265,682.0172075651278,0.02366887767130244,15.76933929290135,3.0002431118957418,2022,2022,0,Total,172888,47516.0,Census Tract 508,14000US17031050800
490,Census Tract 510,white,485.56626839376503,485.56626839376503,0.0,0.0,0.0,2022,2022,0,Total,180500,36939.0,Census Tract 510,14000US17031051000
491,Census Tract 514,white,412.9247857694977,470.518411805588,0.13947728017528147,57.59362603609031,2.2024117646818646,2022,2022,0,Total,154044,26419.0,Census Tract 514,14000US17031051400
492,Census Tract 819,white,200.2802402505929,200.2802402505929,0.0,0.0,0.0,2022,2022,0,Total,195083,70339.0,Census Tract 819,14000US17031081900
493,Census Tract 2520,black,761.469457324456,785.8295363368466,0.0319908812862745,24.360079012390543,2.2059421486162876,2022,2022,0,Total,29596,15096.999999999998,Census Tract 2520,14000US17031252000
494,Census Tract 403,white,653.9331392722951,678.5752634534178,0.03768294142203105,24.642124181122767,0.9523544496307141,2022,2022,0,Total,86979,15070.0,Census Tract 403,14000US17031040300
495,Census Tract 408,white,652.0318999539359,683.9178877019192,0.048902496565330605,31.885987747983336,2.5550276397152754,2022,2022,0,Total,105500,20156.0,Census Tract 408,14000US17031040800
496,Census Tract 501,white,512.5038563031208,526.803160950262,0.027900872298381233,14.299304647141298,1.6664089995982325,2022,2022,0,Total,123929,21716.0,Census Tract 501,14000US17031050100
497,Census Tract 502,white,558.6481960410821,588.978614913814,0.05429252092402973,30.33041887273191,1.1037477555054678,2022,2022,0,Total,138546,31598.000000000004,Census Tract 502,14000US17031050200
498,Census Tract 503,white,695.1051520982901,752.5605450044761,0.08265712422465495,57.455392906186034,0.9999999999999999,2022,2022,0,Total,163625,35821.0,Census Tract 503,14000US17031050300
499,Census Tract 3802,black,582.84767991849,591.5222024791196,0.014883000927176591,8.674522560629612,0.6750336398958822,2022,2022,0,Total,25167,9973.0,Census Tract 3802,14000US17031380200
500,Census Tract 6004,white,411.36762815299335,411.36762815299335,0.0,0.0,0.0,2022,2022,0,Total,62599,7203.0,Census Tract 6004,14000US17031600400
501,Census Tract 815,white,423.3165878407536,425.1936428226657,0.004434163545271344,1.8770549819121243,0.324548518348239,2022,2022,0,Total,151626,31559.0,Census Tract 815,14000US17031081500
502,Census Tract 7201,black,1012.715425517308,1169.7358472310389,0.15504890886156186,157.0204217137309,2.372825045008412,2022,2022,0,Total,151613,18738.0,Census Tract 7201,14000US17031720100
503,Census Tract 7202,black,961.8081605967308,1032.052144281572,0.07303325815125138,70.24398368484128,0.7397084734171846,2022,2022,0,Total,118836,14804.0,Census Tract 7202,14000US17031720200
504,Census Tract 7203,black,1331.9648207528257,1445.192973438397,0.08500836577768987,113.22815268557133,1.5,2022,2022,0,Total,145250,33564.0,Census Tract 7203,14000US17031720300
505,Census Tract 7207,black,1046.4939593801575,1087.5753305063306,0.03925619518196331,41.08137112617305,0.7503380842220473,2022,2022,0,Total,118227,43196.0,Census Tract 7207,14000US17031720700
506,Census Tract 7301,black,831.9124194877423,835.1711009548378,0.0039170967889889585,3.258681467095471,0.15279722720638256,2022,2022,0,Total,65944,23810.0,Census Tract 7301,14000US17031730100
507,Census Tract 7303,black,192.32867515647132,192.32867515647132,0.0,0.0,0.0,2022,2022,0,Total,49271,9881.0,Census Tract 7303,14000US17031730300
508,Census Tract 311,white,428.53386303852744,432.93023211006,0.010259093739663907,4.396369071532547,0.3274730221231916,2022,2022,0,Total,79010,12066.0,Census Tract 311,14000US17031031100
509,Census Tract 312,white,790.2843655119867,793.2994650795351,0.003815208422597456,3.0150995675484182,0.16932281568163057,2022,2022,0,Total,24389,8120.0,Census Tract 312,14000US17031031200
510,Census Tract 313,white,776.9636966697145,797.424259859919,0.026334001547181893,20.460563190204425,1.4691987568046605,2022,2022,0,Total,64598,7784.0,Census Tract 313,14000US17031031300
511,Census Tract 314,white,628.2107699086712,629.1592843080309,0.0015098665046726783,0.9485143993597376,0.4566221252823469,2022,2022,0,Total,82526,9212.0,Census Tract 314,14000US17031031400
512,Census Tract 5705,white,978.4852928103682,1037.9581132563462,0.060780494998716336,59.47282044597807,1.2476063358452354,2022,2022,0,Total,77772,23439.0,Census Tract 5705,14000US17031570500
513,Census Tract 5801,white,639.8948350326601,645.0169246014796,0.00800458026600262,5.122089568819433,1.0,2022,2022,0,Total,51111,17331.0,Census Tract 5801,14000US17031580100
514,Census Tract 603,white,405.7000269287573,414.3789510153403,0.021392466133868505,8.678924086582981,0.2975592443118829,2022,2022,0,Total,140125,45275.0,Census Tract 603,14000US17031060300
515,Census Tract 5804,white,607.3054702728617,607.3054702728617,0.0,0.0,0.0,2022,2022,0,Total,55355,7600.0,Census Tract 5804,14000US17031580400
516,Census Tract 5806,white,562.5934542686855,576.1235070443267,0.024049431561959694,13.530052775641252,1.0,2022,2022,0,Total,59631,15267.0,Census Tract 5806,14000US17031580600
517,Census Tract 513,white,587.8916947349142,623.0753721939861,0.059847209569675305,35.18367745907199,2.5993787767549557,2022,2022,0,Total,218403,15594.000000000002,Census Tract 513,14000US17031051300
518,Census Tract 5001,black,578.2339882747497,578.2339882747497,0.0,0.0,0.0,2022,2022,0,Total,71108,20609.0,Census Tract 5001,14000US17031500100
519,Census Tract 506,white,263.3710491560079,271.78120688622016,0.03193273428177929,8.410157730212234,0.90898549348201,2022,2022,0,Total,109188,39519.0,Census Tract 506,14000US17031050600
520,Census Tract 507,white,585.7610898346113,615.6533063828798,0.05103141377435724,29.892216548268493,1.714522079049539,2022,2022,0,Total,125438,16956.0,Census Tract 507,14000US17031050700
521,Census Tract 509,white,549.1391547276658,631.4704062518103,0.14992784764177866,82.33125152414459,3.5,2022,2022,0,Total,130769,10257.0,Census Tract 509,14000US17031050900
522,Census Tract 511,white,467.2818788326839,488.3402507983995,0.04506567217697694,21.058371965715594,1.25,2022,2022,0,Total,159145,86370.0,Census Tract 511,14000US17031051100
523,Census Tract 818,white,282.4400595154283,283.3574013904704,0.0032479170150861267,0.9173418750420979,0.2049417675542073,2022,2022,0,Total,164091,33424.0,Census Tract 818,14000US17031081800
524,Census Tract 901,white,1126.0393155394001,1127.1792459142944,0.0010123362116785113,1.1399303748942202,1.0,2022,2022,0,Total,124667,21989.0,Census Tract 901,14000US17031090100
525,Census Tract 902,white,1193.0979847490864,1193.0979847490864,0.0,0.0,0.0,2022,2022,0,Total,119421,13407.0,Census Tract 902,14000US17031090200
526,Census Tract 903,white,917.7494844319075,960.3300319969468,0.046396700066137234,42.580547565039296,1.0,2022,2022,0,Total,107639,21027.0,Census Tract 903,14000US17031090300
527,Census Tract 1001,white,824.8365822820944,825.2642701606733,0.0005185122577803573,0.4276878785789222,0.28303891297807227,2022,2022,0,Total,109111,10370.0,Census Tract 1001,14000US17031100100
528,Census Tract 2602,black,565.1014469444968,572.0323699618692,0.012264918192738446,6.930923017372379,1.3333333333333335,2022,2022,0,Total,45857,12912.0,Census Tract 2602,14000US17031260200
529,Census Tract 1002,white,634.4156075414032,644.1950508887686,0.015414884550625035,9.779443347365373,0.33932745022812955,2022,2022,0,Total,107850,18172.0,Census Tract 1002,14000US17031100200
530,Census Tract 624,white,598.6542223371599,626.5661693576731,0.046624488693229715,27.91194702051314,1.4329924904845182,2022,2022,0,Total,162500,83840.0,Census Tract 624,14000US17031062400
531,Census Tract 4913,black,105.41312824788764,105.41312824788764,0.0,0.0,0.0,2022,2022,0,Total,40700,13321.0,Census Tract 4913,14000US17031491300
532,Census Tract 7204,white,1329.8852335466795,1425.828977528239,0.07214437874889887,95.94374398155946,1.0,2022,2022,0,Total,116406,13983.0,Census Tract 7204,14000US17031720400
533,Census Tract 5304,black,1461.726085390562,1570.6165608446643,0.07449444635518529,108.89047545410222,3.0,2022,2022,0,Total,80147,16414.0,Census Tract 5304,14000US17031530400
534,Census Tract 634,white,514.2883118256216,530.0930343056677,0.030731249605775668,15.804722480046166,1.2948215760328177,2022,2022,0,Total,95833,33303.0,Census Tract 634,14000US17031063400
535,Census Tract 7506,black,939.3026799135283,957.5816656777484,0.01946016566875214,18.278985764220124,0.39378495770725297,2022,2022,0,Total,56504,14585.0,Census Tract 7506,14000US17031750600
536,Census Tract 401,white,679.9178106901667,687.1563154926127,0.01064614676750188,7.238504802446073,0.6563381595498377,2022,2022,0,Total,93576,20712.0,Census Tract 401,14000US17031040100
537,Census Tract 406,white,647.2375766186926,670.8637388658391,0.03650307568756216,23.626162247146453,1.7331473949404326,2022,2022,0,Total,97596,27336.0,Census Tract 406,14000US17031040600
538,Census Tract 407,white,593.9419488318812,619.3393194266255,0.04276069512297267,25.397370594744302,1.624341575488696,2022,2022,0,Total,105400,21709.0,Census Tract 407,14000US17031040700
539,Census Tract 409,white,721.760375486199,747.9762720654915,0.03632216102419403,26.215896579292462,2.0,2022,2022,0,Total,79803,27526.0,Census Tract 409,14000US17031040900
540,Census Tract 816,white,128.14699311627186,128.14699311627186,0.0,0.0,0.0,2022,2022,0,Total,157623,26852.0,Census Tract 816,14000US17031081600
541,Census Tract 817,white,286.4558863593669,292.43604292822357,0.02087636126057608,5.980156568856671,0.4045156100285062,2022,2022,0,Total,132903,19900.0,Census Tract 817,14000US17031081700
542,Census Tract 2513,black,860.9225822102999,881.1873125815908,0.023538388689101485,20.264730371290966,2.0,2022,2022,0,Total,38920,5782.0,Census Tract 2513,14000US17031251300
543,Census Tract 2514,black,761.7231279777445,804.5957518775625,0.056283736603400886,42.872623899817995,2.666666666666667,2022,2022,0,Total,22029,3178.0,Census Tract 2514,14000US17031251400
544,Census Tract 2515,black,460.9770549153974,513.0298498957167,0.11291840759812323,52.05279498031928,2.0821696508270615,2022,2022,0,Total,40077,25996.0,Census Tract 2515,14000US17031251500
545,Census Tract 2519,black,452.60746875041934,456.7369889511315,0.009123844580190239,4.129520200712136,0.49846086765200553,2022,2022,0,Total,26300,9453.0,Census Tract 2519,14000US17031251900
546,Census Tract 6009,white,517.7102258077396,522.1538463714098,0.008583219612356042,4.443620563670265,0.1149722435271868,2022,2022,0,Total,68526,6160.0,Census Tract 6009,14000US17031600900
547,Census Tract 628,white,507.5673808435066,519.0461025447323,0.022615168220916138,11.478721701225709,1.2506931286683294,2022,2022,0,Total,166538,47789.0,Census Tract 628,14000US17031062800
548,Census Tract 629,white,558.2427858668418,564.6801892158504,0.011531547763779118,6.437403349008605,0.6655456444219496,2022,2022,0,Total,159088,16390.0,Census Tract 629,14000US17031062900
549,Census Tract 630,white,462.2976866368386,473.691684468039,0.024646452189909074,11.393997831200409,0.7606645238554952,2022,2022,0,Total,104052,15622.0,Census Tract 630,14000US17031063000
550,Census Tract 631,white,539.3083568943473,588.7681560082001,0.0917096842308753,49.459799113852796,1.0,2022,2022,0,Total,99483,20414.0,Census Tract 631,14000US17031063100
551,Census Tract 632,white,413.42102843404297,589.484287355017,0.4258691426216679,176.06325892097408,1.3779176695194848,2022,2022,0,Total,81020,17269.0,Census Tract 632,14000US17031063200
552,Census Tract 2516,black,319.7899919396184,340.72194831295775,0.06545532036941182,20.931956373339347,1.0,2022,2022,0,Total,35417,17094.0,Census Tract 2516,14000US17031251600
553,Census Tract 2518,black,233.75473507960626,233.75473507960626,0.0,0.0,0.0,2022,2022,0,Total,30341,10951.0,Census Tract 2518,14000US17031251800
554,Census Tract 1006,white,610.1781022867227,704.8045644600478,0.15508006894822998,94.62646217332508,2.208928074959875,2022,2022,0,Total,84000,13844.0,Census Tract 1006,14000US17031100600
555,Census Tract 622,white,515.820314349879,534.6724170625029,0.03654780974724567,18.852102712623832,0.7080415692557294,2022,2022,0,Total,198333,59807.0,Census Tract 622,14000US17031062200
556,Census Tract 2610,black,968.30284479275,1000.8368515226474,0.03359899942962662,32.53400672989744,1.5,2022,2022,0,Total,45086,7300.0,Census Tract 2610,14000US17031261000
557,Census Tract 626,white,528.3012309250527,528.3012309250527,0.0,0.0,0.0,2022,2022,0,Total,195357,32283.0,Census Tract 626,14000US17031062600
558,Census Tract 1101,white,955.9698504859543,975.044134832956,0.01995280953400942,19.074284347001708,1.194572572732461,2022,2022,0,Total,96514,25185.0,Census Tract 1101,14000US17031110100
559,Census Tract 2609,black,500.31788598134005,507.1115238863561,0.013578642889591663,6.793637905016055,0.33333333333333337,2022,2022,0,Total,19417,5880.0,Census Tract 2609,14000US17031260900
560,Census Tract 5201,black,698.4306825938801,698.4306825938801,0.0,0.0,0.0,2022,2022,0,Total,57446,29898.0,Census Tract 5201,14000US17031520100
561,Census Tract 6114,white,832.3033160567231,832.3033160567231,0.0,0.0,0.0,2022,2022,0,Total,29194,10096.0,Census Tract 6114,14000US17031611400
562,Census Tract 6103,white,356.7853290349044,359.1116817801517,0.006520315035206197,2.326352745247277,0.5692295032528252,2022,2022,0,Total,38984,14014.999999999998,Census Tract 6103,14000US17031610300
563,Census Tract 6108,white,431.7117672292205,439.0669282343114,0.017037202975256342,7.355161005090849,0.3659120925888771,2022,2022,0,Total,86705,7131.999999999999,Census Tract 6108,14000US17031610800
564,Census Tract 627,white,309.49430409182395,313.1851238904464,0.011925323826080534,3.6908197986224422,0.5068417242076911,2022,2022,0,Total,151080,40460.0,Census Tract 627,14000US17031062700
565,Census Tract 1203,white,1306.253506027872,1312.8648799342682,0.0050613252909080956,6.6113739063962385,1.0,2022,2022,0,Total,140988,37002.0,Census Tract 1203,14000US17031120300
566,Census Tract 5204,black,627.0203357147205,627.0203357147205,0.0,0.0,0.0,2022,2022,0,Total,49505,8715.0,Census Tract 5204,14000US17031520400
567,Census Tract 5807,white,643.7932494864361,651.4486497906503,0.011891085080996068,7.65540030421414,0.7251173372574925,2022,2022,0,Total,57269,26122.0,Census Tract 5807,14000US17031580700
568,Census Tract 612,white,484.839075692939,490.6769823940988,0.01204091624177811,5.837906701159795,0.235655756888433,2022,2022,0,Total,109479,13683.0,Census Tract 612,14000US17031061200
569,Census Tract 5905,white,721.6241260620542,740.0493173307674,0.025532947975645676,18.425191268713206,0.3641359629294756,2022,2022,0,Total,69697,30054.0,Census Tract 5905,14000US17031590500
570,Census Tract 5906,white,584.7491274794304,584.7491274794304,0.0,0.0,0.0,2022,2022,0,Total,65192,23209.0,Census Tract 5906,14000US17031590600
571,Census Tract 5907,white,638.8504050014648,645.9035796201181,0.011040416603691663,7.0531746186533155,0.3695778554159166,2022,2022,0,Total,76667,25002.0,Census Tract 5907,14000US17031590700
572,Census Tract 6006,white,422.1790375390059,423.113611155011,0.0022136902425401333,0.9345736160050819,0.21536499836495168,2022,2022,0,Total,60625,32638.0,Census Tract 6006,14000US17031600600
573,Census Tract 6007,white,897.3598525937596,911.2171657139436,0.015442314563249477,13.857313120184017,0.8494976555407272,2022,2022,0,Total,65342,21068.0,Census Tract 6007,14000US17031600700
574,Census Tract 604,white,522.2846638952792,528.1232964602705,0.011179023564364,5.838632564991258,0.2590358729661534,2022,2022,0,Total,162011,33265.0,Census Tract 604,14000US17031060400
575,Census Tract 605,white,448.0490949382312,461.71966808243656,0.03051132855449697,13.670573144205378,0.7488017780219217,2022,2022,0,Total,54250,51719.0,Census Tract 605,14000US17031060500
576,Census Tract 609,white,811.9025016039265,821.8065139637511,0.012198524256618338,9.904012359824605,0.7822030660786015,2022,2022,0,Total,83601,15477.0,Census Tract 609,14000US17031060900
577,Census Tract 610,white,681.0722722278636,721.1903193883081,0.058904243787834674,40.118047160444576,1.2857271803253876,2022,2022,0,Total,127872,14188.0,Census Tract 610,14000US17031061000
578,Census Tract 620,white,575.0340107425402,605.7611146174563,0.05343528087188837,30.72710387491611,1.6063781067761262,2022,2022,0,Total,110250,31981.0,Census Tract 620,14000US17031062000
579,Census Tract 621,white,439.309604413513,459.19877159796323,0.04527369077442015,19.88916718445023,0.9903252850320172,2022,2022,0,Total,99212,35625.0,Census Tract 621,14000US17031062100
580,Census Tract 2608,black,35.2036088390371,35.2036088390371,0.0,0.0,0.0,2022,2022,0,Total,39696,14592.000000000002,Census Tract 2608,14000US17031260800
581,Census Tract 6308,white,733.4555930793829,766.7486020578106,0.04539199004352583,33.29300897842768,1.8,2022,2022,0,Total,68558,15822.0,Census Tract 6308,14000US17031630800
582,Census Tract 1003,white,805.5807614151088,886.9873923779714,0.10105334543970637,81.40663096286266,2.069634207853318,2022,2022,0,Total,83271,31610.0,Census Tract 1003,14000US17031100300
583,Census Tract 1004,white,1027.148031962341,1027.148031962341,0.0,0.0,0.0,2022,2022,0,Total,143137,9552.0,Census Tract 1004,14000US17031100400
584,Census Tract 1005,white,929.4590015420472,933.6369272897175,0.004495008107661339,4.177925747670315,0.2964697598610315,2022,2022,0,Total,109564,15614.000000000002,Census Tract 1005,14000US17031100500
585,Census Tract 2831,white,201.68860800527088,201.68860800527088,0.0,0.0,0.0,2022,2022,0,Total,44129,38134.0,Census Tract 2831,14000US17031283100
586,Census Tract 2712,black,257.40245177046233,257.40245177046233,0.0,0.0,0.0,2022,2022,0,Total,32401,23228.0,Census Tract 2712,14000US17031271200
587,Census Tract 623,white,455.82380738205075,455.82380738205075,0.0,0.0,0.0,2022,2022,0,Total,227750,26224.0,Census Tract 623,14000US17031062300
588,Census Tract 625,white,735.803002778862,756.4164288961882,0.028014870881848435,20.613426117326185,0.894388636168786,2022,2022,0,Total,145903,32210.0,Census Tract 625,14000US17031062500
589,Census Tract 707,white,346.1500609878408,362.53415786080984,0.04733235298648287,16.384096872969053,0.48661475069430116,2022,2022,0,Total,160000,34661.0,Census Tract 707,14000US17031070700
590,Census Tract 711,white,406.4160463652047,418.3369867910406,0.02933186455714835,11.920940425835909,0.6401880054701826,2022,2022,0,Total,206304,20259.0,Census Tract 711,14000US17031071100
591,Census Tract 713,white,376.5197922886097,387.5854798278174,0.029389391383509513,11.065687539207659,0.4363114799647022,2022,2022,0,Total,118878,33623.0,Census Tract 713,14000US17031071300
592,Census Tract 1402,white,493.49222711903957,500.6030834629478,0.01440925703211317,7.11085634390821,0.5818078889304193,2022,2022,0,Total,72629,23381.0,Census Tract 1402,14000US17031140200
593,Census Tract 706,white,466.95485043876613,466.95485043876613,0.0,0.0,0.0,2022,2022,0,Total,250001,,Census Tract 706,14000US17031070600
594,Census Tract 1204,white,886.9480928426968,887.5318388120655,0.0006581512199860174,0.5837459693686924,1.0,2022,2022,0,Total,111750,23382.0,Census Tract 1204,14000US17031120400
595,Census Tract 1301,white,624.1750470300748,669.9882864159786,0.07339806293745728,45.813239385903785,2.9999999999999996,2022,2022,0,Total,58068,15609.999999999998,Census Tract 1301,14000US17031130100
596,Census Tract 1401,white,572.6194205376491,575.238357228793,0.004573607874991145,2.6189366911438583,0.2494322576579574,2022,2022,0,Total,86795,24712.0,Census Tract 1401,14000US17031140100
597,Census Tract 2832,white,163.1542465575793,163.24084123350605,0.0005307534296765771,0.08659467592673309,0.03754634377886865,2022,2022,0,Total,57055,13255.0,Census Tract 2832,14000US17031283200
598,Census Tract 1404,white,675.4206667120282,685.9646639576047,0.01561100772486734,10.54399724557652,0.684728710490017,2022,2022,0,Total,93036,32838.0,Census Tract 1404,14000US17031140400
599,Census Tract 2924,white,631.1810477372729,658.9594791733888,0.044010243234804056,27.778431436115852,1.5,2022,2022,0,Total,41875,27769.000000000004,Census Tract 2924,14000US17031292400
600,Census Tract 2827,black,427.4290767370952,427.468159765842,9.143745915732676e-05,0.03908302874680203,0.09224076004579687,2022,2022,0,Total,79330,20422.0,Census Tract 2827,14000US17031282700
601,Census Tract 2925,white,650.382062716847,665.8070530958902,0.02371681395179965,15.424990379043152,2.0,2022,2022,0,Total,52500,12210.0,Census Tract 2925,14000US17031292500
602,Census Tract 3006,white,740.2118140838488,765.97119088716,0.03480000766428355,25.75937680331117,1.2000000000000002,2022,2022,0,Total,48915,2803.0,Census Tract 3006,14000US17031300600
603,Census Tract 3007,white,230.73057445272744,230.73057445272744,0.0,0.0,0.0,2022,2022,0,Total,46554,9261.0,Census Tract 3007,14000US17031300700
604,Census Tract 2828,black,279.64955701031147,279.64955701031147,0.0,0.0,0.0,2022,2022,0,Total,81286,11677.0,Census Tract 2828,14000US17031282800
605,Census Tract 2838,white,233.25594426504142,245.77672081252683,0.05367827425336027,12.520776547485411,0.7139011234632348,2022,2022,0,Total,77422,20518.0,Census Tract 2838,14000US17031283800
606,Census Tract 2909,white,430.76041209740663,459.8288159561026,0.06748160472119427,29.068403858695945,1.1773691454087396,2022,2022,0,Total,34349,16793.0,Census Tract 2909,14000US17031290900
607,Census Tract 2916,white,545.3506437497974,551.9362748370714,0.012075957299677169,6.58563108727401,0.5916240124272057,2022,2022,0,Total,120207,45345.0,Census Tract 2916,14000US17031291600
608,Census Tract 2713,black,604.8739450876682,635.4152041752358,0.0504919402391205,30.541259087567596,0.7960823911157678,2022,2022,0,Total,23900,18072.0,Census Tract 2713,14000US17031271300
609,Census Tract 2809,black,222.33525296119748,227.66101518786127,0.023953746226619534,5.325762226663784,0.5,2022,2022,0,Total,47784,35625.0,Census Tract 2809,14000US17031280900
610,Census Tract 703,white,363.272493894693,374.562370082565,0.031078257720070432,11.289876187871982,0.7824694172325902,2022,2022,0,Total,191051,30787.0,Census Tract 703,14000US17031070300
611,Census Tract 3005,white,464.3558895593804,468.63951696857663,0.009224880109221626,4.283627409196242,0.14285714285714288,2022,2022,0,Total,50329,24739.0,Census Tract 3005,14000US17031300500
612,Census Tract 2912,white,190.439638590156,190.439638590156,0.0,0.0,0.0,2022,2022,0,Total,24120,3822.0,Census Tract 2912,14000US17031291200
613,Census Tract 6203,white,1036.4744802319303,1057.8640066053065,0.02063680947416077,21.389526373376157,2.202945496578879,2022,2022,0,Total,67292,13496.000000000002,Census Tract 6203,14000US17031620300
614,Census Tract 6304,white,670.1983858225816,687.239032455225,0.02542627226970747,17.040646632643416,1.0,2022,2022,0,Total,39828,8631.0,Census Tract 6304,14000US17031630400
615,Census Tract 6305,white,984.1355610121657,998.2124100818885,0.014303770361925573,14.076849069722812,1.0,2022,2022,0,Total,48986,7226.999999999999,Census Tract 6305,14000US17031630500
616,Census Tract 1103,white,704.030005101608,704.030005101608,0.0,0.0,0.0,2022,2022,0,Total,115833,16361.0,Census Tract 1103,14000US17031110300
617,Census Tract 1104,white,369.1464328067343,408.0964622360762,0.10551376355771014,38.950029429341896,0.4694209722499473,2022,2022,0,Total,81250,7401.000000000001,Census Tract 1104,14000US17031110400
618,Census Tract 2801,white,178.89592539742503,178.90973464606228,7.71915213080816e-05,0.013809248637244309,0.057529868030521104,2022,2022,0,Total,136378,22722.0,Census Tract 2801,14000US17031280100
619,Census Tract 1201,white,973.5716371189969,973.5716371189969,0.0,0.0,0.0,2022,2022,0,Total,160461,14871.0,Census Tract 1201,14000US17031120100
620,Census Tract 1202,white,791.8067998178287,796.0815967342347,0.005398787832321589,4.27479691640599,0.19068414807396453,2022,2022,0,Total,149306,23068.0,Census Tract 1202,14000US17031120200
621,Census Tract 2714,black,437.7283361949106,457.0824739634608,0.044214952901592074,19.35413776855023,0.7506512820845058,2022,2022,0,Total,40670,16637.0,Census Tract 2714,14000US17031271400
622,Census Tract 710,white,458.7501795814512,458.7501795814512,0.0,0.0,0.0,2022,2022,0,Total,202115,38515.0,Census Tract 710,14000US17031071000
623,Census Tract 2819,white,177.02184659044315,177.38542757521125,0.0020538763535174567,0.36358098476810596,0.1846547613210882,2022,2022,0,Total,135243,23776.0,Census Tract 2819,14000US17031281900
624,Census Tract 712,white,381.2278688481981,384.4071668424042,0.008339626386212735,3.179297994206081,0.22593780969510538,2022,2022,0,Total,125581,14562.999999999998,Census Tract 712,14000US17031071200
625,Census Tract 6115,white,729.8853707410393,733.5232885331197,0.004984231686116572,3.6379177920804295,1.0,2022,2022,0,Total,40960,12542.0,Census Tract 6115,14000US17031611500
626,Census Tract 6119,white,499.36560613004065,499.36560613004065,0.0,0.0,0.0,2022,2022,0,Total,34000,11832.0,Census Tract 6119,14000US17031611900
627,Census Tract 6202,white,420.84605388362127,427.3439529791106,0.015440085597871004,6.497899095489345,0.5,2022,2022,0,Total,62250,27441.000000000004,Census Tract 6202,14000US17031620200
628,Census Tract 702,white,419.8198165093939,445.2884746875561,0.0606656884134776,25.46865817816223,1.1707428452601167,2022,2022,0,Total,108083,23058.0,Census Tract 702,14000US17031070200
629,Census Tract 704,white,416.11823593556716,431.60801233880943,0.03722445945781802,15.489776403242274,1.1158228586134133,2022,2022,0,Total,243795,31450.0,Census Tract 704,14000US17031070400
630,Census Tract 705,white,426.7583303193767,426.7583303193767,0.0,0.0,0.0,2022,2022,0,Total,186757,25472.0,Census Tract 705,14000US17031070500
631,Census Tract 1303,white,826.3949270841362,860.9442341707877,0.04180725940387342,34.54930708665154,3.4401885617706993,2022,2022,0,Total,66154,9707.0,Census Tract 1303,14000US17031130300
632,Census Tract 2922,white,271.4767208458593,272.04553341369586,0.0020952535674671623,0.5688125678365736,0.13598817494658166,2022,2022,0,Total,33736,8677.0,Census Tract 2922,14000US17031292200
633,Census Tract 6309,white,860.1723851572814,903.7903555619971,0.05070840584674226,43.61797040471572,2.358621198788958,2022,2022,0,Total,41600,17930.0,Census Tract 6309,14000US17031630900
