Unnamed: 0,majority,shortest_path,shortest_restricted_path,relative_increase,absolute_increase,n_cameras,flow_weight,income
Census Tract 4005,black,633.6483914237489,653.1060772474765,0.0307073861262521,19.457685823727616,0.3522402805928905,955.0634,22463.0
Census Tract 4008,black,1072.2772592104195,1075.1776274875142,0.0027048678428845,2.9003682770946853,0.6666666666666667,342.1017,21029.0
Census Tract 4403,black,609.7156295488855,612.557517883308,0.004661006207968,2.8418883344224923,0.6276289479278675,1947.414,46747.0
Census Tract 4308,black,993.8430271112002,996.014137528377,0.0021845606981693,2.1711104171768056,0.6565347619648658,3669.0403,45221.0
Census Tract 2001,white,680.8861330495092,728.3869561538659,0.0697632405753558,47.50082310435664,1.6332396353215344,943.8677,68393.0
Census Tract 4102,black,553.283219661156,554.9683298368577,0.0030456556711294,1.685110175701766,0.3328558952270978,342.5924,51739.0
Census Tract 6806,black,522.6276648369831,524.8320883272256,0.004217961731762,2.204423490242561,0.2642373171604207,2002.3769,50330.0
Census Tract 4303,black,972.5122248695868,972.5122248695868,0.0,0.0,0.0,114.0339,36467.0
Census Tract 4309,black,664.4319820872296,675.4959889261231,0.0166518276319832,11.064006838893532,0.4018080884360009,580.6685,38173.0
Census Tract 4312,black,1235.6511598957777,1235.6511598957777,0.0,0.0,0.0,456.1356,57845.0
Census Tract 2308,black,659.9317543780085,699.1770575568868,0.0594687297868661,39.24530317887832,4.0,1847.1552,68485.0
Census Tract 2311,black,666.6173506477768,695.4777980248243,0.0432938736878102,28.86044737704753,2.0,69.3054,60333.0
Census Tract 4202,black,551.0466099037699,553.5779007714773,0.004593605735365,2.531290867707412,0.5,595.9206,30461.0
Census Tract 4203,black,187.65347123496423,187.65347123496423,0.0,0.0,0.0,4091.8594,38583.0
Census Tract 4406,black,800.5381913248117,803.0086704990033,0.0030860228793122,2.4704791741916097,0.5,744.6046,58631.0
Census Tract 4408,black,762.2122849216867,775.0504009946995,0.0168432290150399,12.838116073012884,0.5,1410.672,35292.0
Census Tract 4409,black,705.4725757205276,705.4725757205276,0.0,0.0,0.0,744.6756,39730.0
Census Tract 4503,black,675.1955699170887,675.1955699170887,0.0,0.0,0.0,121.0298,51990.0
Census Tract 6720,black,874.5434050440872,893.3295527614189,0.0214810924294656,18.786147717331687,1.0,228.0678,38654.0
Census Tract 6809,black,368.30476824573367,371.814264701072,0.0095287836539678,3.5094964553383647,0.1543073456877829,739.005,22846.0
Census Tract 6810,black,617.0957415803343,617.0957415803343,0.0,0.0,0.0,464.0514,
Census Tract 2402,white,388.4460548069126,392.3092652746211,0.0099452946423379,3.863210467708484,0.5,137.1974,166458.0
Census Tract 2403,white,287.64740393674094,303.4590734760229,0.0549689283577169,15.81166953928198,0.9294363307939516,1958.9415,161125.0
Census Tract 2002,white,821.2617144005785,909.701983830669,0.1076882897124226,88.44026943009044,5.666666666666666,1821.6627,64583.0
Census Tract 4105,black,465.5130139194075,485.8249516180391,0.0436334475971236,20.31193769863154,0.4048084430068213,2976.4562,70833.0
Census Tract 4106,black,743.4655501229461,748.5281318583608,0.0068094368791903,5.06258173541471,1.0,359.6169,39461.0
Census Tract 1702,white,824.2445315326952,987.1761854107724,0.1976739276329845,162.9316538780772,7.0,73.6225,105855.0
Census Tract 1703,white,56.644279730528496,56.644279730528496,0.0,0.0,0.0,2627.1841,85774.0
Census Tract 3818,black,491.1530562937256,491.1530562937256,0.0,0.0,0.0,374.1396,46813.0
Census Tract 3514,black,469.9012287696012,469.9012287696012,0.0,0.0,0.0,114.0339,
Census Tract 3812,black,971.1149022507662,1006.4715761734724,0.0364083321559162,35.35667392270602,1.0,342.1017,44757.0
Census Tract 3814,black,512.1389120210713,512.1389120210713,0.0,0.0,0.0,1240.0444,34300.0
Census Tract 3901,black,534.148200403106,534.148200403106,0.0,0.0,0.0,229.6554,65833.0
Census Tract 4304,black,904.2682616905814,922.6973683881253,0.0203801321779108,18.42910669754372,0.8571428571428571,798.2373,36917.0
Census Tract 4305,black,589.1669910666818,596.3679650864059,0.0122222971227338,7.200974019724072,1.0,228.0678,28528.0
Census Tract 4306,black,709.5408232173334,714.5598751188181,0.0070736619194459,5.019051901484772,0.997745677611337,228.5831,54375.0
Census Tract 2307,black,827.9306403020659,861.7590525951604,0.0408589930682507,33.82841229309452,4.213158655365612,2230.0338,32576.0
Census Tract 2309,black,151.58838072360027,151.58838072360027,0.0,0.0,0.0,3172.264,70926.0
