,race,distance,restricted_distance,rdiff,adiff,n_cameras
Census Tract 8345,black,1043.0,1094.0,4.88974113135187,51.0,3
Census Tract 8436,black,1185.4,1197.3,1.003880546650908,11.899999999999864,1
Census Tract 5805.01,white,594.7,666.1,12.00605347233899,71.39999999999998,2
Census Tract 8346,black,990.0,1032.5,4.292929292929292,42.5,3
Census Tract 8318,white,1699.1999999999998,1737.6,2.259887005649723,38.40000000000009,4
Census Tract 716,white,1285.8999999999999,1310.3,1.8975036939108867,24.40000000000009,3
Census Tract 8326,white,1211.3000000000002,1223.1999999999998,0.982415586559864,11.899999999999636,1
Census Tract 619.01,white,1491.3,1541.4,3.359485013075849,50.100000000000136,4
Census Tract 8399,white,919.3,931.2,1.2944631785053946,11.900000000000091,1
Census Tract 301.04,white,1849.9,1934.1000000000004,4.551597383642374,84.20000000000027,2
Census Tract 8397,white,866.7,878.6,1.3730241144571336,11.899999999999977,1
Census Tract 8352,white,192.59999999999997,192.59999999999997,0.0,0.0,0
Census Tract 8339,black,1509.9,1592.9,5.497052784952645,83.0,5
Census Tract 8368,black,1085.1000000000001,1097.0,1.0966731176849933,11.899999999999864,1
Census Tract 8388,black,1911.7999999999997,1994.8,4.341458311538876,83.00000000000023,5
Census Tract 8367,black,1125.6999999999998,1145.6,1.7677889313316244,19.90000000000009,2
Census Tract 8322,white,1191.8,1203.7,0.99848967947643,11.900000000000091,1
Census Tract 2522.01,black,1112.3999999999999,1165.3999999999999,4.7644732110751535,53.0,5
Census Tract 8310,white,1203.1000000000001,1215.0,0.989111462056343,11.899999999999864,1
Census Tract 8324,white,1303.4,1315.3000000000002,0.9129967776584387,11.900000000000091,1
Census Tract 701.03,white,1382.3999999999999,1444.1999999999998,4.470486111111108,61.799999999999955,5
Census Tract 2207.01,white,1422.8,1511.6,6.241214506606688,88.79999999999995,8
Census Tract 8416,white,834.8000000000001,846.7,1.4254911356013387,11.899999999999977,1
Census Tract 6603.01,white,514.2,639.9000000000001,24.445740956826146,125.70000000000005,2
Census Tract 6603.02,white,579.7,613.5,5.830602035535613,33.799999999999955,2
Census Tract 3018.02,white,670.4,682.3,1.7750596658711184,11.899999999999977,1
Census Tract 8340,black,1379.3,1450.8000000000002,5.183788878416605,71.50000000000023,4
Census Tract 8342,black,1441.7,1552.1000000000001,7.657626413262126,110.40000000000009,7
Census Tract 7302.01,black,1230.4,1296.9,5.404746423927178,66.5,2
Census Tract 8355,white,973.5999999999999,985.5,1.2222678718159503,11.900000000000091,1
Census Tract 8395,white,956.2,968.1000000000001,1.2445095168374911,11.900000000000091,1
Census Tract 8392,white,943.8999999999999,955.8,1.260726771903813,11.900000000000091,1
Census Tract 5305.02,black,1871.8999999999999,1943.4000000000003,3.8196484854960446,71.50000000000045,4
Census Tract 8404,white,712.9,724.8,1.6692383223453469,11.899999999999977,1
Census Tract 8410,white,843.5,855.4000000000001,1.4107883817427493,11.900000000000091,1
Census Tract 301.01,white,1823.7,1907.9,4.616987443110164,84.20000000000005,2
Census Tract 7003.02,black,786.3000000000001,846.8,7.69426427572172,60.499999999999886,1
Census Tract 7004.02,black,941.6000000000001,1009.4,7.200509770603211,67.79999999999984,2
Census Tract 7004.01,black,741.9,752.2,1.3883272678258618,10.300000000000068,1
Census Tract 8305,white,502.0,513.9,2.3705179282868483,11.899999999999977,1
Census Tract 8417,white,800.5999999999999,812.5,1.4863852110916926,11.900000000000091,1
Census Tract 6401,white,268.20000000000005,268.20000000000005,0.0,0.0,0
Census Tract 8407,white,752.3000000000001,764.2,1.581815764987369,11.899999999999977,1
Census Tract 8413,white,725.0999999999999,737.0,1.6411529444214719,11.900000000000091,1
Census Tract 3018.01,white,683.6,695.5,1.740784084259798,11.899999999999977,1
Census Tract 608,white,1557.4,1570.2000000000003,0.821882624887645,12.800000000000182,1
Census Tract 8323,white,1142.4,1154.3,1.0416666666666545,11.899999999999864,1
Census Tract 8325,white,1227.9,1239.8,0.9691342943236309,11.899999999999864,1
Census Tract 8320,white,1500.0,1518.3000000000002,1.220000000000012,18.300000000000182,4
Census Tract 1606.01,white,1544.7,1591.7,3.0426620055674243,47.0,3
Census Tract 2105.01,white,1413.6,1425.5,0.8418222976796896,11.900000000000091,1
Census Tract 2106.01,white,1343.8,1355.7,0.8855484447090408,11.900000000000091,1
Census Tract 813,white,1191.0,1202.9,0.9991603694374551,11.900000000000091,1
