,Unnamed: 0.1,Unnamed: 0,sampno,locno,perno,loctype,state,country,state_fips,county_fips,tract_fips,out_region,home,latitude,longitude,tract
17517,17517,61972,70036245,20002,2,2,IL,USA,17,31,570300,0,0,41.804145,-87.730791,Census Tract 5703
17584,17584,62161,70036308,10000,-1,1,IL,USA,17,31,290900,0,1,41.86241,-87.732457,Census Tract 2909
17585,17585,62162,70036308,10002,1,2,IL,USA,17,31,838100,0,0,41.878667,-87.671689,Census Tract 8381
17586,17586,62163,70036308,20002,2,2,IL,USA,17,31,292400,0,0,41.85524,-87.722399,Census Tract 2924
17587,17587,62164,70036308,30003,3,3,IL,USA,17,31,241400,0,0,41.906031,-87.675314,Census Tract 2414
17588,17588,62165,70036308,40003,4,3,IL,USA,17,31,241400,0,0,41.906031,-87.675314,Census Tract 2414
17603,17603,62213,70036343,10000,-1,1,IL,USA,17,31,242300,0,1,41.899506,-87.6796,Census Tract 2423
17604,17604,62214,70036343,20002,2,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
17605,17605,62215,70036343,20003,2,3,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
17606,17606,62216,70036343,30002,3,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
17607,17607,62221,70036351,10000,-1,1,IL,USA,17,31,220702,0,1,41.929369,-87.724231,Census Tract 2207.02
17608,17608,62222,70036351,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17609,17609,62223,70036351,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17643,17643,62312,70036411,10000,-1,1,IL,USA,17,31,61901,0,1,41.943244,-87.643458,Census Tract 619.01
17644,17644,62313,70036411,10002,1,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
17645,17645,62315,70036415,10000,-1,1,IL,USA,17,31,600700,0,1,41.840782,-87.660543,Census Tract 6007
17646,17646,62316,70036415,10002,1,2,IL,USA,17,31,839900,0,0,41.827346,-87.648454,Census Tract 8399
17658,17658,62339,70036426,10000,-1,1,IL,USA,17,31,839100,0,1,41.880986,-87.63307,Census Tract 8391
17659,17659,62340,70036426,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17660,17660,62350,70036443,10000,-1,1,IL,USA,17,31,280100,0,1,41.885452,-87.643498,Census Tract 2801
17661,17661,62351,70036443,10002,1,2,IL,USA,17,31,351400,0,0,41.827402,-87.624091,Census Tract 3514
17662,17662,62364,70036467,10000,-1,1,IL,USA,17,31,440102,0,1,41.740936,-87.601164,Census Tract 4401.02
17663,17663,62365,70036467,20003,2,3,IL,USA,17,31,680900,0,0,41.77643,-87.63763,Census Tract 6809
17686,17686,62432,70036496,10000,-1,1,IL,USA,17,31,71300,0,1,41.921779,-87.641458,Census Tract 713
17687,17687,62433,70036496,10002,1,2,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
17725,17725,62534,70036547,10000,-1,1,IL,USA,17,31,63302,0,1,41.934765,-87.639854,Census Tract 633.02
17726,17726,62535,70036547,10002,1,2,IL,USA,17,31,81300,0,0,41.898335,-87.620753,Census Tract 813
17748,17748,62600,70036593,10000,-1,1,IL,USA,17,31,320400,0,1,41.875817,-87.617256,Census Tract 3204
17749,17749,62601,70036593,10003,1,3,IL,USA,17,31,842200,0,0,41.904728,-87.64922,Census Tract 8422
17768,17768,62637,70036628,10000,-1,1,IL,USA,17,31,10702,0,1,42.00902,-87.672726,Census Tract 107.02
17769,17769,62638,70036628,10002,1,2,IL,USA,17,31,32100,0,0,41.958154,-87.653018,Census Tract 321
17770,17770,62659,70036630,10000,-1,1,IL,USA,17,31,320600,0,1,41.870554,-87.616596,Census Tract 3206
17771,17771,62660,70036630,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17772,17772,62683,70036640,10000,-1,1,IL,USA,17,31,390300,0,1,41.813201,-87.604209,Census Tract 3903
17773,17773,62684,70036640,10002,1,2,IL,USA,17,31,81300,0,0,41.898335,-87.620753,Census Tract 813
17783,17783,62697,70036661,10000,-1,1,IL,USA,17,31,300500,0,1,41.847425,-87.721939,Census Tract 3005
17784,17784,62698,70036661,20002,2,2,IL,USA,17,31,830700,0,0,41.958304,-87.660765,Census Tract 8307
17785,17785,62699,70036661,30003,3,3,IL,USA,17,31,841300,0,0,41.843977,-87.684202,Census Tract 8413
17786,17786,62700,70036661,40003,4,3,IL,USA,17,31,301701,0,0,41.84248,-87.719625,Census Tract 3017.01
17787,17787,62701,70036661,50003,5,3,IL,USA,17,31,301701,0,0,41.84248,-87.719625,Census Tract 3017.01
17788,17788,62702,70036671,10000,-1,1,IL,USA,17,31,283800,0,1,41.863417,-87.653755,Census Tract 2838
17789,17789,62703,70036671,10003,1,3,IL,USA,17,31,420400,0,0,41.78317,-87.603558,Census Tract 4204
17790,17790,62704,70036671,20002,2,2,IL,USA,17,31,836200,0,0,41.790469,-87.601285,Census Tract 8362
17793,17793,62716,70036707,10000,-1,1,IL,USA,17,31,561100,0,1,41.78887,-87.77191,Census Tract 5611
17794,17794,62717,70036707,10002,1,2,IL,USA,17,31,320600,0,0,41.870554,-87.616596,Census Tract 3206
17795,17795,62718,70036707,30003,3,3,IL,USA,17,31,490500,0,0,41.717927,-87.613206,Census Tract 4905
17796,17796,62719,70036707,40003,4,3,IL,USA,17,31,381200,0,0,41.808511,-87.613999,Census Tract 3812
17799,17799,62756,70036724,10000,-1,1,IL,USA,17,31,843300,0,1,41.863764,-87.69255,Census Tract 8433
17800,17800,62757,70036724,10002,1,2,IL,USA,17,31,81700,0,0,41.892218,-87.631832,Census Tract 817
17812,17812,62832,70036740,10000,-1,1,IL,USA,17,31,10702,0,1,42.00902,-87.672726,Census Tract 107.02
17813,17813,62833,70036740,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17814,17814,62834,70036740,20002,2,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
17860,17860,62957,70036842,10000,-1,1,IL,USA,17,31,10702,0,1,42.00902,-87.672726,Census Tract 107.02
17861,17861,62958,70036842,10002,1,2,IL,USA,17,31,63000,0,0,41.93631,-87.651562,Census Tract 630
17862,17862,62965,70036850,10000,-1,1,IL,USA,17,31,50600,0,1,41.950548,-87.676182,Census Tract 506
17863,17863,62966,70036850,10002,1,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
17864,17864,62967,70036850,20002,2,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
17865,17865,62983,70036869,10000,-1,1,IL,USA,17,31,440202,0,1,41.74096,-87.609762,Census Tract 4402.02
17866,17866,62984,70036869,10002,1,2,IL,USA,17,31,330100,0,0,41.859295,-87.615523,Census Tract 3301
17870,17870,63011,70036883,10000,-1,1,IL,USA,17,31,40900,0,1,41.963185,-87.683854,Census Tract 409
17871,17871,63012,70036883,10002,1,2,IL,USA,17,31,420100,0,0,41.782569,-87.579504,Census Tract 4201
17872,17872,63013,70036883,20002,2,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
17877,17877,63022,70036893,10000,-1,1,IL,USA,17,31,70200,0,1,41.929078,-87.646293,Census Tract 702
17878,17878,63023,70036893,10003,1,3,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
17884,17884,63036,70036899,10000,-1,1,IL,USA,17,31,30500,0,1,41.987226,-87.664936,Census Tract 305
17885,17885,63037,70036899,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17886,17886,63045,70036922,10000,-1,1,IL,USA,17,31,31000,0,1,41.972437,-87.671109,Census Tract 310
17887,17887,63046,70036922,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17890,17890,63050,70036931,10000,-1,1,IL,USA,17,31,150700,0,1,41.949591,-87.761958,Census Tract 1507
17891,17891,63051,70036931,10002,1,2,IL,USA,17,31,590700,0,0,41.826054,-87.662789,Census Tract 5907
17895,17895,63058,70036933,10000,-1,1,IL,USA,17,31,50800,0,1,41.945009,-87.680928,Census Tract 508
17896,17896,63059,70036933,10002,1,2,IL,USA,17,31,60300,0,0,41.950605,-87.671333,Census Tract 603
17897,17897,63060,70036933,20002,2,2,IL,USA,17,31,81403,0,0,41.892991,-87.620956,Census Tract 814.03
17898,17898,63063,70036934,10000,-1,1,IL,USA,17,31,241600,0,1,41.90671,-87.665328,Census Tract 2416
17899,17899,63064,70036934,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17903,17903,63103,70036945,10000,-1,1,IL,USA,17,31,240600,0,1,41.912134,-87.689711,Census Tract 2406
17904,17904,63104,70036945,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17918,17918,63145,70036952,10000,-1,1,IL,USA,17,31,61902,0,1,41.946698,-87.639064,Census Tract 619.02
17919,17919,63146,70036952,10002,1,2,IL,USA,17,31,838100,0,0,41.878667,-87.671689,Census Tract 8381
17926,17926,63163,70036959,10000,-1,1,IL,USA,17,31,330100,0,1,41.859295,-87.615523,Census Tract 3301
17927,17927,63164,70036959,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
17928,17928,63168,70036960,10000,-1,1,IL,USA,17,31,31400,0,1,41.958448,-87.64241,Census Tract 314
17929,17929,63169,70036960,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17930,17930,63170,70036960,10003,1,3,IL,USA,17,31,81800,0,0,41.893324,-87.63919,Census Tract 818
17931,17931,63171,70036960,20002,2,2,IL,USA,17,31,81300,0,0,41.898335,-87.620753,Census Tract 813
17932,17932,63177,70036961,10000,-1,1,IL,USA,17,31,110400,0,1,41.972954,-87.772611,Census Tract 1104
17933,17933,63178,70036961,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17934,17934,63179,70036961,20002,2,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
17942,17942,63213,70036976,10000,-1,1,IL,USA,17,31,841300,0,1,41.843977,-87.684202,Census Tract 8413
17943,17943,63214,70036976,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
17946,17946,63232,70036988,10000,-1,1,IL,USA,17,31,160800,0,1,41.950213,-87.712815,Census Tract 1608
17947,17947,63233,70036988,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17948,17948,63234,70036988,20002,2,2,IL,USA,17,31,71100,0,0,41.921778,-87.651061,Census Tract 711
17955,17955,63279,70037012,10000,-1,1,IL,USA,17,31,661000,0,1,41.761818,-87.685047,Census Tract 6610
17956,17956,63280,70037012,10002,1,2,IL,USA,17,31,190602,0,0,41.92756,-87.770737,Census Tract 1906.02
17957,17957,63281,70037012,20002,2,2,IL,USA,17,31,831800,0,0,41.978233,-87.716453,Census Tract 8318
17958,17958,63282,70037012,30003,3,3,IL,USA,17,31,191200,0,0,41.920143,-87.760827,Census Tract 1912
17959,17959,63283,70037012,40003,4,3,IL,USA,17,31,151200,0,0,41.942169,-87.771495,Census Tract 1512
17960,17960,63284,70037012,50003,5,3,IL,USA,17,31,151200,0,0,41.942169,-87.771495,Census Tract 1512
17961,17961,63299,70037016,10000,-1,1,IL,USA,17,31,830900,0,1,41.928424,-87.684906,Census Tract 8309
17962,17962,63300,70037016,10002,1,2,IL,USA,17,31,841300,0,0,41.843977,-87.684202,Census Tract 8413
17963,17963,63301,70037016,20002,2,2,IL,USA,17,31,832600,0,0,41.914754,-87.654465,Census Tract 8326
17973,17973,63319,70037030,10000,-1,1,IL,USA,17,31,63200,0,1,41.938923,-87.634673,Census Tract 632
17974,17974,63320,70037030,10002,1,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
17980,17980,63333,70037038,10000,-1,1,IL,USA,17,31,832000,0,1,41.946294,-87.654298,Census Tract 8320
17981,17981,63334,70037038,10002,1,2,IL,USA,17,31,320600,0,0,41.870554,-87.616596,Census Tract 3206
17993,17993,63374,70037048,10000,-1,1,IL,USA,17,31,81700,0,1,41.892218,-87.631832,Census Tract 817
17994,17994,63375,70037048,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
17995,17995,63379,70037049,10000,-1,1,IL,USA,17,31,292200,0,1,41.856667,-87.715731,Census Tract 2922
17996,17996,63380,70037049,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
17997,17997,63381,70037049,20002,2,2,IL,USA,17,31,843000,0,0,41.867936,-87.722749,Census Tract 8430
17998,17998,63382,70037049,30002,3,2,IL,USA,17,31,292400,0,0,41.85524,-87.722399,Census Tract 2924
17999,17999,63383,70037049,40002,4,2,IL,USA,17,31,843000,0,0,41.867936,-87.722749,Census Tract 8430
18008,18008,63437,70037052,10000,-1,1,IL,USA,17,31,60400,0,1,41.950673,-87.666536,Census Tract 604
18009,18009,63438,70037052,30002,3,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18010,18010,63446,70037057,10000,-1,1,IL,USA,17,31,62600,0,1,41.935975,-87.670984,Census Tract 626
18011,18011,63447,70037057,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
18012,18012,63448,70037057,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18013,18013,63451,70037058,10000,-1,1,IL,USA,17,31,839100,0,1,41.880986,-87.63307,Census Tract 8391
18014,18014,63452,70037058,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
18018,18018,63459,70037070,10000,-1,1,IL,USA,17,31,330100,0,1,41.859295,-87.615523,Census Tract 3301
18019,18019,63460,70037070,20002,2,2,IL,USA,17,31,81403,0,0,41.892991,-87.620956,Census Tract 814.03
18020,18020,63466,70037086,10000,-1,1,IL,USA,17,31,241400,0,1,41.906031,-87.675314,Census Tract 2414
18021,18021,63467,70037086,10002,1,2,IL,USA,17,31,760801,0,0,41.983487,-87.84485,Census Tract 7608.01
18022,18022,63468,70037086,20002,2,2,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
18023,18023,63471,70037087,10000,-1,1,IL,USA,17,31,30703,0,1,41.978875,-87.657871,Census Tract 307.03
18024,18024,63472,70037087,10002,1,2,IL,USA,17,31,281900,0,0,41.878635,-87.642924,Census Tract 2819
18025,18025,63473,70037087,20002,2,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
18029,18029,63480,70037093,10000,-1,1,IL,USA,17,31,221500,0,1,41.921647,-87.689951,Census Tract 2215
18030,18030,63481,70037093,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
18039,18039,63510,70037119,10000,-1,1,IL,USA,17,31,60300,0,1,41.950605,-87.671333,Census Tract 603
18040,18040,63511,70037119,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18041,18041,63537,70037120,10000,-1,1,IL,USA,17,31,81000,0,1,41.900266,-87.632109,Census Tract 810
18042,18042,63538,70037120,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18046,18046,63554,70037130,10000,-1,1,IL,USA,17,31,221400,0,1,41.920801,-87.694532,Census Tract 2214
18047,18047,63555,70037130,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
18056,18056,63607,70037143,10000,-1,1,IL,USA,17,31,832100,0,1,41.952821,-87.653241,Census Tract 8321
18057,18057,63608,70037143,10002,1,2,IL,USA,17,31,838300,0,0,41.901566,-87.638404,Census Tract 8383
18060,18060,63623,70037150,10000,-1,1,IL,USA,17,31,834300,0,1,41.745835,-87.591788,Census Tract 8343
18061,18061,63624,70037150,10002,1,2,IL,USA,17,31,190100,0,0,41.935218,-87.744389,Census Tract 1901
18062,18062,63627,70037171,10000,-1,1,IL,USA,17,31,671200,0,1,41.776699,-87.666582,Census Tract 6712
18063,18063,63628,70037171,20003,2,3,IL,USA,17,31,420500,0,0,41.7831,-87.608426,Census Tract 4205
18073,18073,63668,70037198,10000,-1,1,IL,USA,17,31,10701,0,1,42.009148,-87.67862,Census Tract 107.01
18074,18074,63669,70037198,10002,1,2,IL,USA,17,31,20301,0,0,42.006865,-87.705186,Census Tract 203.01
18075,18075,63670,70037198,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18076,18076,63677,70037200,10000,-1,1,IL,USA,17,31,836300,0,1,41.801532,-87.601758,Census Tract 8363
18077,18077,63678,70037200,10002,1,2,IL,USA,17,31,411000,0,0,41.787227,-87.577462,Census Tract 4110
18085,18085,63736,70037215,10000,-1,1,IL,USA,17,31,31200,0,1,41.972709,-87.657341,Census Tract 312
18086,18086,63737,70037215,10002,1,2,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
18092,18092,63766,70037233,10000,-1,1,IL,USA,17,31,832600,0,1,41.914754,-87.654465,Census Tract 8326
18093,18093,63767,70037233,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18094,18094,63768,70037233,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18106,18106,63792,70037253,10000,-1,1,IL,USA,17,31,480100,0,1,41.735241,-87.575729,Census Tract 4801
18107,18107,63793,70037253,10002,1,2,IL,USA,17,31,842100,0,0,41.895279,-87.73361,Census Tract 8421
18108,18108,63794,70037253,20002,2,2,IL,USA,17,31,836200,0,0,41.790469,-87.601285,Census Tract 8362
18109,18109,63800,70037254,10000,-1,1,IL,USA,17,31,140200,0,1,41.970695,-87.713004,Census Tract 1402
18110,18110,63801,70037254,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18111,18111,63802,70037254,20002,2,2,IL,USA,17,31,81500,0,0,41.892906,-87.626079,Census Tract 815
18112,18112,63815,70037258,10000,-1,1,IL,USA,17,31,150300,0,1,41.960518,-87.762286,Census Tract 1503
18113,18113,63816,70037258,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18114,18114,63817,70037258,20002,2,2,IL,USA,17,31,81403,0,0,41.892991,-87.620956,Census Tract 814.03
18123,18123,63856,70037292,10000,-1,1,IL,USA,17,31,390700,0,1,41.804016,-87.580489,Census Tract 3907
18124,18124,63857,70037292,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
18125,18125,63859,70037297,10000,-1,1,IL,USA,17,31,60200,0,1,41.957904,-87.671517,Census Tract 602
18126,18126,63860,70037297,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
18127,18127,63861,70037297,20002,2,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18128,18128,63862,70037300,10000,-1,1,IL,USA,17,31,292400,0,1,41.85524,-87.722399,Census Tract 2924
18129,18129,63863,70037300,10002,1,2,IL,USA,17,31,351400,0,0,41.827402,-87.624091,Census Tract 3514
18130,18130,63864,70037300,30003,3,3,IL,USA,17,31,837800,0,0,41.88475,-87.684127,Census Tract 8378
18131,18131,63865,70037300,40003,4,3,IL,USA,17,31,292400,0,0,41.85524,-87.722399,Census Tract 2924
18132,18132,63872,70037304,10000,-1,1,IL,USA,17,31,251500,0,1,41.891104,-87.760354,Census Tract 2515
18133,18133,63873,70037304,20003,2,3,IL,USA,17,31,190300,0,0,41.934986,-87.761464,Census Tract 1903
18134,18134,63877,70037316,10000,-1,1,IL,USA,17,31,60400,0,1,41.950673,-87.666536,Census Tract 604
18135,18135,63878,70037316,20003,2,3,IL,USA,17,31,140702,0,0,41.963548,-87.713575,Census Tract 1407.02
18136,18136,63879,70037316,30002,3,2,IL,USA,17,31,140702,0,0,41.963548,-87.713575,Census Tract 1407.02
18140,18140,63903,70037333,10000,-1,1,IL,USA,17,31,330100,0,1,41.859295,-87.615523,Census Tract 3301
18141,18141,63904,70037333,10002,1,2,IL,USA,17,31,836200,0,0,41.790469,-87.601285,Census Tract 8362
18142,18142,63905,70037333,20002,2,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
18162,18162,64008,70037350,10000,-1,1,IL,USA,17,31,63301,0,1,41.934541,-87.643024,Census Tract 633.01
18163,18163,64009,70037350,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18164,18164,64010,70037350,20002,2,2,IL,USA,17,31,81700,0,0,41.892218,-87.631832,Census Tract 817
18167,18167,64031,70037356,10000,-1,1,IL,USA,17,31,60300,0,1,41.950605,-87.671333,Census Tract 603
18168,18168,64032,70037356,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
18169,18169,64033,70037356,30003,3,3,IL,USA,17,31,60400,0,0,41.950673,-87.666536,Census Tract 604
18170,18170,64034,70037356,40003,4,3,IL,USA,17,31,60400,0,0,41.950673,-87.666536,Census Tract 604
18171,18171,64040,70037357,10000,-1,1,IL,USA,17,31,10100,0,1,42.021256,-87.669832,Census Tract 101
18172,18172,64041,70037357,10002,1,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
18173,18173,64042,70037357,10003,1,3,IL,USA,17,31,831800,0,0,41.978233,-87.716453,Census Tract 8318
18177,18177,64051,70037366,10000,-1,1,IL,USA,17,31,222600,0,1,41.915639,-87.70448,Census Tract 2226
18178,18178,64052,70037366,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
18179,18179,64053,70037367,10000,-1,1,IL,USA,17,31,221600,0,1,41.921246,-87.685098,Census Tract 2216
18180,18180,64054,70037367,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18181,18181,64055,70037367,30003,3,3,IL,USA,17,31,833100,0,0,41.879078,-87.657046,Census Tract 8331
18182,18182,64056,70037367,40003,4,3,IL,USA,17,31,221600,0,0,41.921246,-87.685098,Census Tract 2216
18183,18183,64071,70037368,10000,-1,1,IL,USA,17,31,62200,0,1,41.942585,-87.656644,Census Tract 622
18184,18184,64072,70037368,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
18191,18191,64124,70037388,10000,-1,1,IL,USA,17,31,161000,0,1,41.949977,-87.730683,Census Tract 1610
18192,18192,64125,70037388,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18193,18193,64126,70037388,20002,2,2,IL,USA,17,31,650500,0,0,41.762219,-87.732035,Census Tract 6505
18201,18201,64195,70037402,10000,-1,1,IL,USA,17,31,420600,0,1,41.783014,-87.613278,Census Tract 4206
18202,18202,64196,70037402,10002,1,2,IL,USA,17,31,81201,0,0,41.899154,-87.626212,Census Tract 812.01
18208,18208,64209,70037410,10000,-1,1,IL,USA,17,31,838100,0,1,41.878667,-87.671689,Census Tract 8381
18209,18209,64210,70037410,10003,1,3,IL,USA,17,31,837800,0,0,41.88475,-87.684127,Census Tract 8378
18223,18223,64237,70037423,10000,-1,1,IL,USA,17,31,620300,0,1,41.789502,-87.730444,Census Tract 6203
18224,18224,64238,70037423,10002,1,2,IL,USA,17,31,836600,0,0,41.898697,-87.708806,Census Tract 8366
18225,18225,64239,70037423,20003,2,3,IL,USA,17,31,620300,0,0,41.789502,-87.730444,Census Tract 6203
18228,18228,64265,70037435,10000,-1,1,IL,USA,17,31,381500,0,1,41.810193,-87.622862,Census Tract 3815
18229,18229,64266,70037435,10002,1,2,IL,USA,17,31,51400,0,0,41.935442,-87.680959,Census Tract 514
18230,18230,64267,70037438,10000,-1,1,IL,USA,17,31,70102,0,1,41.930583,-87.642202,Census Tract 701.02
18231,18231,64268,70037438,10003,1,3,IL,USA,17,31,320400,0,0,41.875817,-87.617256,Census Tract 3204
18234,18234,64272,70037443,10000,-1,1,IL,USA,17,31,31800,0,1,41.967011,-87.670621,Census Tract 318
18235,18235,64273,70037443,10002,1,2,IL,USA,17,31,61000,0,0,41.949221,-87.65197,Census Tract 610
18236,18236,64274,70037443,20002,2,2,IL,USA,17,31,830700,0,0,41.958304,-87.660765,Census Tract 8307
18246,18246,64316,70037488,10000,-1,1,IL,USA,17,31,222600,0,1,41.915639,-87.70448,Census Tract 2226
18247,18247,64317,70037488,10003,1,3,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
18248,18248,64318,70037488,20002,2,2,IL,USA,17,31,160700,0,0,41.951218,-87.702135,Census Tract 1607
18258,18258,64350,70037512,10000,-1,1,IL,USA,17,31,81401,0,1,41.895035,-87.619717,Census Tract 814.01
18259,18259,64351,70037512,10002,1,2,IL,USA,17,31,280100,0,0,41.885452,-87.643498,Census Tract 2801
18260,18260,64358,70037518,10000,-1,1,IL,USA,17,31,40201,0,1,41.97258,-87.694,Census Tract 402.01
18261,18261,64359,70037518,10002,1,2,IL,USA,17,31,40201,0,0,41.97258,-87.694,Census Tract 402.01
18262,18262,64360,70037518,30002,3,2,IL,USA,17,31,60400,0,0,41.950673,-87.666536,Census Tract 604
18270,18270,64383,70037544,10000,-1,1,IL,USA,17,31,839200,0,1,41.842011,-87.622036,Census Tract 8392
18271,18271,64384,70037544,10002,1,2,IL,USA,17,31,980000,0,0,41.979419,-87.902438,Census Tract 9800
18272,18272,64385,70037544,10003,1,3,IL,USA,17,31,831800,0,0,41.978233,-87.716453,Census Tract 8318
18279,18279,64419,70037555,10000,-1,1,IL,USA,17,31,62100,0,1,41.942691,-87.65177,Census Tract 621
18280,18280,64420,70037555,10002,1,2,IL,USA,17,31,63000,0,0,41.93631,-87.651562,Census Tract 630
18283,18283,64429,70037570,10000,-1,1,IL,USA,17,31,10600,0,1,42.006277,-87.667683,Census Tract 106
18284,18284,64430,70037570,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18291,18291,64461,70037591,10000,-1,1,IL,USA,17,31,280100,0,1,41.885452,-87.643498,Census Tract 2801
18292,18292,64462,70037591,10002,1,2,IL,USA,17,31,81201,0,0,41.899154,-87.626212,Census Tract 812.01
18293,18293,64463,70037591,20003,2,3,IL,USA,17,31,838200,0,0,41.870416,-87.675079,Census Tract 8382
18298,18298,64505,70037601,10000,-1,1,IL,USA,17,31,381400,0,1,41.80762,-87.62143,Census Tract 3814
18299,18299,64506,70037601,10002,1,2,IL,USA,17,31,841900,0,0,41.868458,-87.642965,Census Tract 8419
18300,18300,64507,70037601,10003,1,3,IL,USA,17,31,833100,0,0,41.879078,-87.657046,Census Tract 8331
18305,18305,64519,70037604,10000,-1,1,IL,USA,17,31,243100,0,1,41.892355,-87.674507,Census Tract 2431
18306,18306,64520,70037604,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
18307,18307,64521,70037604,20002,2,2,IL,USA,17,31,241500,0,0,41.908374,-87.67093,Census Tract 2415
18312,18312,64537,70037606,10000,-1,1,IL,USA,17,31,81403,0,1,41.892991,-87.620956,Census Tract 814.03
18313,18313,64538,70037606,10002,1,2,IL,USA,17,31,320100,0,0,41.886447,-87.619467,Census Tract 3201
18314,18314,64539,70037606,20002,2,2,IL,USA,17,31,760801,0,0,41.983487,-87.84485,Census Tract 7608.01
18979,18979,66114,70038990,10000,-1,1,IL,USA,17,31,62300,0,1,41.941628,-87.661443,Census Tract 623
18980,18980,66115,70038990,10002,1,2,IL,USA,17,31,839100,0,0,41.880986,-87.63307,Census Tract 8391
